TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Model.SmartSpeaker,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,107,0.3,3,41,92,124422,1681661404405,1.0,11111111111111111111111111111111111111111111111111,1.0,111111111111111111111111111111111111,1.0,11111,0,0,5,3,0.9104477611940298,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111110111011,0.5714285714285714,11111011111111111111000000000000010,1.0,111111111111111111,0.9444444444444444,111111111011111111,1.0,111111111111111111111111111111111111
