TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Model.Fornecedor,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,136,0.3,3,59,262,161309,1681661237779,0.989010989010989,1111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111,0.9791666666666666,111111111111111111111111111111111111111101111111,1.0,1111111111111,0,0,12,3,0.8135593220338984,1111111111101111111111111111111111111111111111111111111111111001111111111000000000000000000011111111111111111111111111,0.7377049180327869,0111101110111111101101111101101110111011111111110110100011010,1.0,11111111111111111111111111,1.0,11111111111111111111111111,0.9791666666666666,111111111111111111111111111111111111111110111111
